year,constructorRef,driverId,surname,points
2008,mclaren,1,Hamilton,10.0
2008,bmw_sauber,2,Heidfeld,8.0
2008,williams,3,Rosberg,6.0
2008,renault,4,Alonso,5.0
2008,mclaren,5,Kovalainen,4.0
2008,williams,6,Nakajima,3.0
2008,toro_rosso,7,Bourdais,2.0
2008,ferrari,8,Räikkönen,1.0
2008,bmw_sauber,9,Kubica,0.0
2008,toyota,10,Glock,0.0
2008,super_aguri,11,Sato,0.0
2008,renault,12,Piquet Jr.,0.0
2008,ferrari,13,Massa,0.0
2008,red_bull,14,Coulthard,0.0
2008,toyota,15,Trulli,0.0
2008,force_india,16,Sutil,0.0
2008,red_bull,17,Webber,0.0
2008,honda,18,Button,0.0
2008,super_aguri,19,Davidson,0.0
2008,toro_rosso,20,Vettel,0.0
2008,force_india,21,Fisichella,0.0
2008,honda,22,Barrichello,0.0
2008,ferrari,8,Räikkönen,10.0
2008,bmw_sauber,9,Kubica,8.0
2008,mclaren,5,Kovalainen,6.0
2008,toyota,15,Trulli,5.0
2008,mclaren,1,Hamilton,4.0
2008,bmw_sauber,2,Heidfeld,3.0
2008,red_bull,17,Webber,2.0
2008,renault,4,Alonso,1.0
2008,red_bull,14,Coulthard,0.0
2008,honda,18,Button,0.0
2008,renault,12,Piquet Jr.,0.0
2008,force_india,21,Fisichella,0.0
2008,honda,22,Barrichello,0.0
2008,williams,3,Rosberg,0.0
2008,super_aguri,19,Davidson,0.0
2008,super_aguri,11,Sato,0.0
2008,williams,6,Nakajima,0.0
2008,toro_rosso,20,Vettel,0.0
2008,ferrari,13,Massa,0.0
2008,force_india,16,Sutil,0.0
2008,toyota,10,Glock,0.0
2008,toro_rosso,7,Bourdais,0.0
2008,ferrari,13,Massa,10.0
2008,ferrari,8,Räikkönen,8.0
2008,bmw_sauber,9,Kubica,6.0
2008,bmw_sauber,2,Heidfeld,5.0
2008,mclaren,5,Kovalainen,4.0
2008,toyota,15,Trulli,3.0
2008,red_bull,17,Webber,2.0
2008,williams,3,Rosberg,1.0
2008,toyota,10,Glock,0.0
2008,renault,4,Alonso,0.0
2008,honda,22,Barrichello,0.0
2008,force_india,21,Fisichella,0.0
2008,mclaren,1,Hamilton,0.0
2008,williams,6,Nakajima,0.0
2008,toro_rosso,7,Bourdais,0.0
2008,super_aguri,19,Davidson,0.0
2008,super_aguri,11,Sato,0.0
2008,red_bull,14,Coulthard,0.0
2008,force_india,16,Sutil,0.0
2008,renault,12,Piquet Jr.,0.0
2008,honda,18,Button,0.0
2008,toro_rosso,20,Vettel,0.0
2008,ferrari,8,Räikkönen,10.0
2008,ferrari,13,Massa,8.0
2008,mclaren,1,Hamilton,6.0
2008,bmw_sauber,9,Kubica,5.0
2008,red_bull,17,Webber,4.0
2008,honda,18,Button,3.0
2008,williams,6,Nakajima,2.0
2008,toyota,15,Trulli,1.0
2008,bmw_sauber,2,Heidfeld,0.0
2008,force_india,21,Fisichella,0.0
2008,toyota,10,Glock,0.0
2008,red_bull,14,Coulthard,0.0
2008,super_aguri,11,Sato,0.0
2008,williams,3,Rosberg,0.0
2008,renault,4,Alonso,0.0
2008,honda,22,Barrichello,0.0
2008,mclaren,5,Kovalainen,0.0
2008,super_aguri,19,Davidson,0.0
2008,toro_rosso,7,Bourdais,0.0
2008,renault,12,Piquet Jr.,0.0
2008,force_india,16,Sutil,0.0
2008,toro_rosso,20,Vettel,0.0
2008,ferrari,13,Massa,10.0
2008,mclaren,1,Hamilton,8.0
2008,ferrari,8,Räikkönen,6.0
2008,bmw_sauber,9,Kubica,5.0
2008,bmw_sauber,2,Heidfeld,4.0
2008,renault,4,Alonso,3.0
2008,red_bull,17,Webber,2.0
2008,williams,3,Rosberg,1.0
2008,red_bull,14,Coulthard,0.0
2008,toyota,15,Trulli,0.0
2008,honda,18,Button,0.0
2008,mclaren,5,Kovalainen,0.0
2008,toyota,10,Glock,0.0
2008,honda,22,Barrichello,0.0
2008,renault,12,Piquet Jr.,0.0
2008,force_india,16,Sutil,0.0
2008,toro_rosso,20,Vettel,0.0
2008,toro_rosso,7,Bourdais,0.0
2008,williams,6,Nakajima,0.0
2008,force_india,21,Fisichella,0.0
2008,mclaren,1,Hamilton,10.0
2008,bmw_sauber,9,Kubica,8.0
2008,ferrari,13,Massa,6.0
2008,red_bull,17,Webber,5.0
2008,toro_rosso,20,Vettel,4.0
2008,honda,22,Barrichello,3.0
2008,williams,6,Nakajima,2.0
2008,mclaren,5,Kovalainen,1.0
2008,ferrari,8,Räikkönen,0.0
2008,renault,4,Alonso,0.0
2008,honda,18,Button,0.0
2008,toyota,10,Glock,0.0
2008,toyota,15,Trulli,0.0
2008,bmw_sauber,2,Heidfeld,0.0
2008,force_india,16,Sutil,0.0
2008,williams,3,Rosberg,0.0
2008,renault,12,Piquet Jr.,0.0
2008,force_india,21,Fisichella,0.0
2008,red_bull,14,Coulthard,0.0
2008,toro_rosso,7,Bourdais,0.0
2008,bmw_sauber,9,Kubica,10.0
2008,bmw_sauber,2,Heidfeld,8.0
2008,red_bull,14,Coulthard,6.0
2008,toyota,10,Glock,5.0
2008,ferrari,13,Massa,4.0
2008,toyota,15,Trulli,3.0
2008,honda,22,Barrichello,2.0
2008,toro_rosso,20,Vettel,1.0
2008,mclaren,5,Kovalainen,0.0
2008,williams,3,Rosberg,0.0
2008,honda,18,Button,0.0
2008,red_bull,17,Webber,0.0
2008,toro_rosso,7,Bourdais,0.0
2008,force_india,21,Fisichella,0.0
2008,williams,6,Nakajima,0.0
2008,renault,4,Alonso,0.0
2008,renault,12,Piquet Jr.,0.0
2008,ferrari,8,Räikkönen,0.0
2008,mclaren,1,Hamilton,0.0
2008,force_india,16,Sutil,0.0
2008,ferrari,13,Massa,10.0
2008,ferrari,8,Räikkönen,8.0
2008,toyota,15,Trulli,6.0
2008,mclaren,5,Kovalainen,5.0
2008,bmw_sauber,9,Kubica,4.0
2008,red_bull,17,Webber,3.0
2008,renault,12,Piquet Jr.,2.0
2008,renault,4,Alonso,1.0
2008,red_bull,14,Coulthard,0.0
2008,mclaren,1,Hamilton,0.0
2008,toyota,10,Glock,0.0
2008,toro_rosso,20,Vettel,0.0
2008,bmw_sauber,2,Heidfeld,0.0
2008,honda,22,Barrichello,0.0
2008,williams,6,Nakajima,0.0
2008,williams,3,Rosberg,0.0
2008,toro_rosso,7,Bourdais,0.0
2008,force_india,21,Fisichella,0.0
2008,force_india,16,Sutil,0.0
2008,honda,18,Button,0.0
2008,mclaren,1,Hamilton,10.0
2008,bmw_sauber,2,Heidfeld,8.0
2008,honda,22,Barrichello,6.0
2008,ferrari,8,Räikkönen,5.0
2008,mclaren,5,Kovalainen,4.0
2008,renault,4,Alonso,3.0
2008,toyota,15,Trulli,2.0
2008,williams,6,Nakajima,1.0
2008,williams,3,Rosberg,0.0
2008,red_bull,17,Webber,0.0
2008,toro_rosso,7,Bourdais,0.0
2008,toyota,10,Glock,0.0
2008,ferrari,13,Massa,0.0
2008,bmw_sauber,9,Kubica,0.0
2008,honda,18,Button,0.0
2008,renault,12,Piquet Jr.,0.0
2008,force_india,21,Fisichella,0.0
2008,force_india,16,Sutil,0.0
2008,toro_rosso,20,Vettel,0.0
2008,red_bull,14,Coulthard,0.0
2008,mclaren,1,Hamilton,10.0
2008,renault,12,Piquet Jr.,8.0
2008,ferrari,13,Massa,6.0
2008,bmw_sauber,2,Heidfeld,5.0
2008,mclaren,5,Kovalainen,4.0
2008,ferrari,8,Räikkönen,3.0
2008,bmw_sauber,9,Kubica,2.0
2008,toro_rosso,20,Vettel,1.0
2008,toyota,15,Trulli,0.0
2008,williams,3,Rosberg,0.0
2008,renault,4,Alonso,0.0
2008,toro_rosso,7,Bourdais,0.0
2008,red_bull,14,Coulthard,0.0
2008,williams,6,Nakajima,0.0
2008,force_india,16,Sutil,0.0
2008,force_india,21,Fisichella,0.0
2008,honda,18,Button,0.0
2008,honda,22,Barrichello,0.0
2008,red_bull,17,Webber,0.0
2008,toyota,10,Glock,0.0
2008,mclaren,5,Kovalainen,10.0
2008,toyota,10,Glock,8.0
2008,ferrari,8,Räikkönen,6.0
2008,renault,4,Alonso,5.0
2008,mclaren,1,Hamilton,4.0
2008,renault,12,Piquet Jr.,3.0
2008,toyota,15,Trulli,2.0
2008,bmw_sauber,9,Kubica,1.0
2008,red_bull,17,Webber,0.0
2008,bmw_sauber,2,Heidfeld,0.0
2008,red_bull,14,Coulthard,0.0
2008,honda,18,Button,0.0
2008,williams,6,Nakajima,0.0
2008,williams,3,Rosberg,0.0
2008,force_india,21,Fisichella,0.0
2008,honda,22,Barrichello,0.0
2008,ferrari,13,Massa,0.0
2008,toro_rosso,7,Bourdais,0.0
2008,force_india,16,Sutil,0.0
2008,toro_rosso,20,Vettel,0.0
2008,ferrari,13,Massa,10.0
2008,mclaren,1,Hamilton,8.0
2008,bmw_sauber,9,Kubica,6.0
2008,mclaren,5,Kovalainen,5.0
2008,toyota,15,Trulli,4.0
2008,toro_rosso,20,Vettel,3.0
2008,toyota,10,Glock,2.0
2008,williams,3,Rosberg,1.0
2008,bmw_sauber,2,Heidfeld,0.0
2008,toro_rosso,7,Bourdais,0.0
2008,renault,12,Piquet Jr.,0.0
2008,red_bull,17,Webber,0.0
2008,honda,18,Button,0.0
2008,force_india,21,Fisichella,0.0
2008,williams,6,Nakajima,0.0
2008,honda,22,Barrichello,0.0
2008,red_bull,14,Coulthard,0.0
2008,ferrari,8,Räikkönen,0.0
2008,force_india,16,Sutil,0.0
2008,renault,4,Alonso,0.0
2008,ferrari,13,Massa,10.0
2008,bmw_sauber,2,Heidfeld,8.0
2008,mclaren,1,Hamilton,6.0
2008,renault,4,Alonso,5.0
2008,toro_rosso,20,Vettel,4.0
2008,bmw_sauber,9,Kubica,3.0
2008,toro_rosso,7,Bourdais,2.0
2008,red_bull,17,Webber,1.0
2008,toyota,10,Glock,0.0
2008,mclaren,5,Kovalainen,0.0
2008,red_bull,14,Coulthard,0.0
2008,williams,3,Rosberg,0.0
2008,force_india,16,Sutil,0.0
2008,williams,6,Nakajima,0.0
2008,honda,18,Button,0.0
2008,toyota,15,Trulli,0.0
2008,force_india,21,Fisichella,0.0
2008,ferrari,8,Räikkönen,0.0
2008,honda,22,Barrichello,0.0
2008,renault,12,Piquet Jr.,0.0
2008,toro_rosso,20,Vettel,10.0
2008,mclaren,5,Kovalainen,8.0
2008,bmw_sauber,9,Kubica,6.0
2008,renault,4,Alonso,5.0
2008,bmw_sauber,2,Heidfeld,4.0
2008,ferrari,13,Massa,3.0
2008,mclaren,1,Hamilton,2.0
2008,red_bull,17,Webber,1.0
2008,ferrari,8,Räikkönen,0.0
2008,renault,12,Piquet Jr.,0.0
2008,toyota,10,Glock,0.0
2008,williams,6,Nakajima,0.0
2008,toyota,15,Trulli,0.0
2008,williams,3,Rosberg,0.0
2008,honda,18,Button,0.0
2008,red_bull,14,Coulthard,0.0
2008,honda,22,Barrichello,0.0
2008,toro_rosso,7,Bourdais,0.0
2008,force_india,16,Sutil,0.0
2008,force_india,21,Fisichella,0.0
2008,renault,4,Alonso,10.0
2008,williams,3,Rosberg,8.0
2008,mclaren,1,Hamilton,6.0
2008,toyota,10,Glock,5.0
2008,toro_rosso,20,Vettel,4.0
2008,bmw_sauber,2,Heidfeld,3.0
2008,red_bull,14,Coulthard,2.0
2008,williams,6,Nakajima,1.0
2008,honda,18,Button,0.0
2008,mclaren,5,Kovalainen,0.0
2008,bmw_sauber,9,Kubica,0.0
2008,toro_rosso,7,Bourdais,0.0
2008,ferrari,13,Massa,0.0
2008,force_india,21,Fisichella,0.0
2008,ferrari,8,Räikkönen,0.0
2008,toyota,15,Trulli,0.0
2008,force_india,16,Sutil,0.0
2008,red_bull,17,Webber,0.0
2008,honda,22,Barrichello,0.0
2008,renault,12,Piquet Jr.,0.0
2008,renault,4,Alonso,10.0
2008,bmw_sauber,9,Kubica,8.0
2008,ferrari,8,Räikkönen,6.0
2008,renault,12,Piquet Jr.,5.0
2008,toyota,15,Trulli,4.0
2008,toro_rosso,20,Vettel,3.0
2008,ferrari,13,Massa,2.0
2008,red_bull,17,Webber,1.0
2008,bmw_sauber,2,Heidfeld,0.0
2008,toro_rosso,7,Bourdais,0.0
2008,williams,3,Rosberg,0.0
2008,mclaren,1,Hamilton,0.0
2008,honda,22,Barrichello,0.0
2008,honda,18,Button,0.0
2008,williams,6,Nakajima,0.0
2008,force_india,21,Fisichella,0.0
2008,mclaren,5,Kovalainen,0.0
2008,force_india,16,Sutil,0.0
2008,toyota,10,Glock,0.0
2008,red_bull,14,Coulthard,0.0
2008,mclaren,1,Hamilton,10.0
2008,ferrari,13,Massa,8.0
2008,ferrari,8,Räikkönen,6.0
2008,renault,4,Alonso,5.0
2008,bmw_sauber,2,Heidfeld,4.0
2008,bmw_sauber,9,Kubica,3.0
2008,toyota,10,Glock,2.0
2008,renault,12,Piquet Jr.,1.0
2008,toro_rosso,20,Vettel,0.0
2008,red_bull,14,Coulthard,0.0
2008,honda,22,Barrichello,0.0
2008,williams,6,Nakajima,0.0
2008,toro_rosso,7,Bourdais,0.0
2008,red_bull,17,Webber,0.0
2008,williams,3,Rosberg,0.0
2008,honda,18,Button,0.0
2008,force_india,21,Fisichella,0.0
2008,mclaren,5,Kovalainen,0.0
2008,force_india,16,Sutil,0.0
2008,toyota,15,Trulli,0.0
2008,ferrari,13,Massa,10.0
2008,renault,4,Alonso,8.0
2008,ferrari,8,Räikkönen,6.0
2008,toro_rosso,20,Vettel,5.0
2008,mclaren,1,Hamilton,4.0
2008,toyota,10,Glock,3.0
2008,mclaren,5,Kovalainen,2.0
2008,toyota,15,Trulli,1.0
2008,red_bull,17,Webber,0.0
2008,bmw_sauber,2,Heidfeld,0.0
2008,bmw_sauber,9,Kubica,0.0
2008,williams,3,Rosberg,0.0
2008,honda,18,Button,0.0
2008,toro_rosso,7,Bourdais,0.0
2008,honda,22,Barrichello,0.0
2008,force_india,16,Sutil,0.0
2008,williams,6,Nakajima,0.0
2008,force_india,21,Fisichella,0.0
2008,renault,12,Piquet Jr.,0.0
2008,red_bull,14,Coulthard,0.0
2007,ferrari,8,Räikkönen,10.0
2007,mclaren,4,Alonso,8.0
2007,mclaren,1,Hamilton,6.0
2007,bmw_sauber,2,Heidfeld,5.0
2007,renault,21,Fisichella,4.0
2007,ferrari,13,Massa,3.0
2007,williams,3,Rosberg,2.0
2007,toyota,23,Schumacher,1.0
2007,toyota,15,Trulli,0.0
2007,renault,5,Kovalainen,0.0
2007,honda,22,Barrichello,0.0
2007,super_aguri,11,Sato,0.0
2007,red_bull,17,Webber,0.0
2007,toro_rosso,24,Liuzzi,0.0
2007,honda,18,Button,0.0
2007,super_aguri,19,Davidson,0.0
2007,spyker,16,Sutil,0.0
2007,williams,25,Wurz,0.0
2007,red_bull,14,Coulthard,0.0
2007,bmw_sauber,9,Kubica,0.0
2007,toro_rosso,26,Speed,0.0
2007,spyker,27,Albers,0.0
2007,mclaren,4,Alonso,10.0
2007,mclaren,1,Hamilton,8.0
2007,ferrari,8,Räikkönen,6.0
2007,bmw_sauber,2,Heidfeld,5.0
2007,ferrari,13,Massa,4.0
2007,renault,21,Fisichella,3.0
2007,toyota,15,Trulli,2.0
2007,renault,5,Kovalainen,1.0
2007,williams,25,Wurz,0.0
2007,red_bull,17,Webber,0.0
2007,honda,22,Barrichello,0.0
2007,honda,18,Button,0.0
2007,super_aguri,11,Sato,0.0
2007,toro_rosso,26,Speed,0.0
2007,toyota,23,Schumacher,0.0
2007,super_aguri,19,Davidson,0.0
2007,toro_rosso,24,Liuzzi,0.0
2007,bmw_sauber,9,Kubica,0.0
2007,williams,3,Rosberg,0.0
2007,red_bull,14,Coulthard,0.0
2007,spyker,27,Albers,0.0
2007,spyker,16,Sutil,0.0
2007,ferrari,13,Massa,10.0
2007,mclaren,1,Hamilton,8.0
2007,ferrari,8,Räikkönen,6.0
2007,bmw_sauber,2,Heidfeld,5.0
2007,mclaren,4,Alonso,4.0
2007,bmw_sauber,9,Kubica,3.0
2007,toyota,15,Trulli,2.0
2007,renault,21,Fisichella,1.0
2007,renault,5,Kovalainen,0.0
2007,williams,3,Rosberg,0.0
2007,williams,25,Wurz,0.0
2007,toyota,23,Schumacher,0.0
2007,honda,22,Barrichello,0.0
2007,spyker,27,Albers,0.0
2007,spyker,16,Sutil,0.0
2007,super_aguri,19,Davidson,0.0
2007,red_bull,17,Webber,0.0
2007,red_bull,14,Coulthard,0.0
2007,super_aguri,11,Sato,0.0
2007,toro_rosso,24,Liuzzi,0.0
2007,honda,18,Button,0.0
2007,toro_rosso,26,Speed,0.0
2007,ferrari,13,Massa,10.0
2007,mclaren,1,Hamilton,8.0
2007,mclaren,4,Alonso,6.0
2007,bmw_sauber,9,Kubica,5.0
2007,red_bull,14,Coulthard,4.0
2007,williams,3,Rosberg,3.0
2007,renault,5,Kovalainen,2.0
2007,super_aguri,11,Sato,1.0
2007,renault,21,Fisichella,0.0
2007,honda,22,Barrichello,0.0
2007,super_aguri,19,Davidson,0.0
2007,honda,18,Button,0.0
2007,spyker,16,Sutil,0.0
2007,spyker,27,Albers,0.0
2007,bmw_sauber,2,Heidfeld,0.0
2007,toyota,23,Schumacher,0.0
2007,toro_rosso,24,Liuzzi,0.0
2007,toro_rosso,26,Speed,0.0
2007,ferrari,8,Räikkönen,0.0
2007,toyota,15,Trulli,0.0
2007,red_bull,17,Webber,0.0
2007,williams,25,Wurz,0.0
2007,mclaren,4,Alonso,10.0
2007,mclaren,1,Hamilton,8.0
2007,ferrari,13,Massa,6.0
2007,renault,21,Fisichella,5.0
2007,bmw_sauber,9,Kubica,4.0
2007,bmw_sauber,2,Heidfeld,3.0
2007,williams,25,Wurz,2.0
2007,ferrari,8,Räikkönen,1.0
2007,toro_rosso,26,Speed,0.0
2007,honda,22,Barrichello,0.0
2007,honda,18,Button,0.0
2007,williams,3,Rosberg,0.0
2007,renault,5,Kovalainen,0.0
2007,red_bull,14,Coulthard,0.0
2007,toyota,15,Trulli,0.0
2007,toyota,23,Schumacher,0.0
2007,super_aguri,11,Sato,0.0
2007,super_aguri,19,Davidson,0.0
2007,spyker,27,Albers,0.0
2007,spyker,16,Sutil,0.0
2007,red_bull,17,Webber,0.0
2007,toro_rosso,24,Liuzzi,0.0
2007,mclaren,1,Hamilton,10.0
2007,bmw_sauber,2,Heidfeld,8.0
2007,williams,25,Wurz,6.0
2007,renault,5,Kovalainen,5.0
2007,ferrari,8,Räikkönen,4.0
2007,super_aguri,11,Sato,3.0
2007,mclaren,4,Alonso,2.0
2007,toyota,23,Schumacher,1.0
2007,red_bull,17,Webber,0.0
2007,williams,3,Rosberg,0.0
2007,super_aguri,19,Davidson,0.0
2007,honda,22,Barrichello,0.0
2007,toyota,15,Trulli,0.0
2007,toro_rosso,24,Liuzzi,0.0
2007,spyker,27,Albers,0.0
2007,red_bull,14,Coulthard,0.0
2007,bmw_sauber,9,Kubica,0.0
2007,spyker,16,Sutil,0.0
2007,toro_rosso,26,Speed,0.0
2007,honda,18,Button,0.0
2007,ferrari,13,Massa,0.0
2007,renault,21,Fisichella,0.0
2007,mclaren,1,Hamilton,10.0
2007,mclaren,4,Alonso,8.0
2007,ferrari,13,Massa,6.0
2007,ferrari,8,Räikkönen,5.0
2007,renault,5,Kovalainen,4.0
2007,toyota,15,Trulli,3.0
2007,red_bull,17,Webber,2.0
2007,bmw_sauber,20,Vettel,1.0
2007,renault,21,Fisichella,0.0
2007,williams,25,Wurz,0.0
2007,super_aguri,19,Davidson,0.0
2007,honda,18,Button,0.0
2007,toro_rosso,26,Speed,0.0
2007,spyker,16,Sutil,0.0
2007,spyker,27,Albers,0.0
2007,williams,3,Rosberg,0.0
2007,toro_rosso,24,Liuzzi,0.0
2007,bmw_sauber,2,Heidfeld,0.0
2007,super_aguri,11,Sato,0.0
2007,red_bull,14,Coulthard,0.0
2007,honda,22,Barrichello,0.0
2007,toyota,23,Schumacher,0.0
2007,ferrari,8,Räikkönen,10.0
2007,ferrari,13,Massa,8.0
2007,mclaren,1,Hamilton,6.0
2007,bmw_sauber,9,Kubica,5.0
2007,bmw_sauber,2,Heidfeld,4.0
2007,renault,21,Fisichella,3.0
2007,mclaren,4,Alonso,2.0
2007,honda,18,Button,1.0
2007,williams,3,Rosberg,0.0
2007,toyota,23,Schumacher,0.0
2007,honda,22,Barrichello,0.0
2007,red_bull,17,Webber,0.0
2007,red_bull,14,Coulthard,0.0
2007,williams,25,Wurz,0.0
2007,renault,5,Kovalainen,0.0
2007,super_aguri,11,Sato,0.0
2007,spyker,16,Sutil,0.0
2007,toro_rosso,26,Speed,0.0
2007,spyker,27,Albers,0.0
2007,super_aguri,19,Davidson,0.0
2007,toyota,15,Trulli,0.0
2007,toro_rosso,24,Liuzzi,0.0
2007,ferrari,8,Räikkönen,10.0
2007,mclaren,4,Alonso,8.0
2007,mclaren,1,Hamilton,6.0
2007,bmw_sauber,9,Kubica,5.0
2007,ferrari,13,Massa,4.0
2007,bmw_sauber,2,Heidfeld,3.0
2007,renault,5,Kovalainen,2.0
2007,renault,21,Fisichella,1.0
2007,honda,22,Barrichello,0.0
2007,honda,18,Button,0.0
2007,red_bull,14,Coulthard,0.0
2007,williams,3,Rosberg,0.0
2007,williams,25,Wurz,0.0
2007,super_aguri,11,Sato,0.0
2007,spyker,27,Albers,0.0
2007,toro_rosso,24,Liuzzi,0.0
2007,toyota,15,Trulli,0.0
2007,super_aguri,19,Davidson,0.0
2007,toro_rosso,26,Speed,0.0
2007,toyota,23,Schumacher,0.0
2007,spyker,16,Sutil,0.0
2007,red_bull,17,Webber,0.0
2007,mclaren,4,Alonso,10.0
2007,ferrari,13,Massa,8.0
2007,red_bull,17,Webber,6.0
2007,williams,25,Wurz,5.0
2007,red_bull,14,Coulthard,4.0
2007,bmw_sauber,2,Heidfeld,3.0
2007,bmw_sauber,9,Kubica,2.0
2007,renault,5,Kovalainen,1.0
2007,mclaren,1,Hamilton,0.0
2007,renault,21,Fisichella,0.0
2007,honda,22,Barrichello,0.0
2007,super_aguri,19,Davidson,0.0
2007,toyota,15,Trulli,0.0
2007,ferrari,8,Räikkönen,0.0
2007,super_aguri,11,Sato,0.0
2007,toyota,23,Schumacher,0.0
2007,spyker,28,Winkelhock,0.0
2007,honda,18,Button,0.0
2007,spyker,16,Sutil,0.0
2007,williams,3,Rosberg,0.0
2007,toro_rosso,26,Speed,0.0
2007,toro_rosso,24,Liuzzi,0.0
2007,mclaren,1,Hamilton,10.0
2007,ferrari,8,Räikkönen,8.0
2007,bmw_sauber,2,Heidfeld,6.0
2007,mclaren,4,Alonso,5.0
2007,bmw_sauber,9,Kubica,4.0
2007,toyota,23,Schumacher,3.0
2007,williams,3,Rosberg,2.0
2007,renault,5,Kovalainen,1.0
2007,red_bull,17,Webber,0.0
2007,toyota,15,Trulli,0.0
2007,red_bull,14,Coulthard,0.0
2007,renault,21,Fisichella,0.0
2007,ferrari,13,Massa,0.0
2007,williams,25,Wurz,0.0
2007,super_aguri,11,Sato,0.0
2007,toro_rosso,20,Vettel,0.0
2007,spyker,16,Sutil,0.0
2007,honda,22,Barrichello,0.0
2007,toro_rosso,24,Liuzzi,0.0
2007,super_aguri,19,Davidson,0.0
2007,honda,18,Button,0.0
2007,spyker,29,Yamamoto,0.0
2007,ferrari,13,Massa,10.0
2007,ferrari,8,Räikkönen,8.0
2007,mclaren,4,Alonso,6.0
2007,bmw_sauber,2,Heidfeld,5.0
2007,mclaren,1,Hamilton,4.0
2007,renault,5,Kovalainen,3.0
2007,williams,3,Rosberg,2.0
2007,bmw_sauber,9,Kubica,1.0
2007,renault,21,Fisichella,0.0
2007,red_bull,14,Coulthard,0.0
2007,williams,25,Wurz,0.0
2007,toyota,23,Schumacher,0.0
2007,honda,18,Button,0.0
2007,super_aguri,19,Davidson,0.0
2007,toro_rosso,24,Liuzzi,0.0
2007,toyota,15,Trulli,0.0
2007,honda,22,Barrichello,0.0
2007,super_aguri,11,Sato,0.0
2007,toro_rosso,20,Vettel,0.0
2007,spyker,29,Yamamoto,0.0
2007,spyker,16,Sutil,0.0
2007,red_bull,17,Webber,0.0
2007,mclaren,4,Alonso,10.0
2007,mclaren,1,Hamilton,8.0
2007,ferrari,8,Räikkönen,6.0
2007,bmw_sauber,2,Heidfeld,5.0
2007,bmw_sauber,9,Kubica,4.0
2007,williams,3,Rosberg,3.0
2007,renault,5,Kovalainen,2.0
2007,honda,18,Button,1.0
2007,red_bull,17,Webber,0.0
2007,honda,22,Barrichello,0.0
2007,toyota,15,Trulli,0.0
2007,renault,21,Fisichella,0.0
2007,williams,25,Wurz,0.0
2007,super_aguri,19,Davidson,0.0
2007,toyota,23,Schumacher,0.0
2007,super_aguri,11,Sato,0.0
2007,toro_rosso,24,Liuzzi,0.0
2007,toro_rosso,20,Vettel,0.0
2007,spyker,16,Sutil,0.0
2007,spyker,29,Yamamoto,0.0
2007,ferrari,13,Massa,0.0
2007,red_bull,14,Coulthard,0.0
2007,ferrari,8,Räikkönen,10.0
2007,ferrari,13,Massa,8.0
2007,mclaren,4,Alonso,6.0
2007,mclaren,1,Hamilton,5.0
2007,bmw_sauber,2,Heidfeld,4.0
2007,williams,3,Rosberg,3.0
2007,red_bull,17,Webber,2.0
2007,renault,5,Kovalainen,1.0
2007,bmw_sauber,9,Kubica,0.0
2007,toyota,23,Schumacher,0.0
2007,toyota,15,Trulli,0.0
2007,toro_rosso,24,Liuzzi,0.0
2007,honda,22,Barrichello,0.0
2007,spyker,16,Sutil,0.0
2007,super_aguri,11,Sato,0.0
2007,super_aguri,19,Davidson,0.0
2007,spyker,29,Yamamoto,0.0
2007,honda,18,Button,0.0
2007,williams,25,Wurz,0.0
2007,red_bull,14,Coulthard,0.0
2007,toro_rosso,20,Vettel,0.0
2007,renault,21,Fisichella,0.0
2007,mclaren,1,Hamilton,10.0
2007,renault,5,Kovalainen,8.0
2007,ferrari,8,Räikkönen,6.0
2007,red_bull,14,Coulthard,5.0
2007,renault,21,Fisichella,4.0
2007,ferrari,13,Massa,3.0
2007,bmw_sauber,9,Kubica,2.0
2007,spyker,16,Sutil,1.0
2007,toro_rosso,24,Liuzzi,0.0
2007,honda,22,Barrichello,0.0
2007,honda,18,Button,0.0
2007,spyker,29,Yamamoto,0.0
2007,toyota,15,Trulli,0.0
2007,bmw_sauber,2,Heidfeld,0.0
2007,super_aguri,11,Sato,0.0
2007,toyota,23,Schumacher,0.0
2007,super_aguri,19,Davidson,0.0
2007,williams,3,Rosberg,0.0
2007,toro_rosso,20,Vettel,0.0
2007,red_bull,17,Webber,0.0
2007,mclaren,4,Alonso,0.0
2007,williams,25,Wurz,0.0
2007,ferrari,8,Räikkönen,10.0
2007,mclaren,4,Alonso,8.0
2007,ferrari,13,Massa,6.0
2007,toro_rosso,20,Vettel,5.0
2007,honda,18,Button,4.0
2007,toro_rosso,24,Liuzzi,3.0
2007,bmw_sauber,2,Heidfeld,2.0
2007,red_bull,14,Coulthard,1.0
2007,renault,5,Kovalainen,0.0
2007,red_bull,17,Webber,0.0
2007,renault,21,Fisichella,0.0
2007,williams,25,Wurz,0.0
2007,toyota,15,Trulli,0.0
2007,super_aguri,11,Sato,0.0
2007,honda,22,Barrichello,0.0
2007,williams,3,Rosberg,0.0
2007,spyker,29,Yamamoto,0.0
2007,bmw_sauber,9,Kubica,0.0
2007,mclaren,1,Hamilton,0.0
2007,toyota,23,Schumacher,0.0
2007,spyker,16,Sutil,0.0
2007,super_aguri,19,Davidson,0.0
2007,ferrari,8,Räikkönen,10.0
2007,ferrari,13,Massa,8.0
2007,mclaren,4,Alonso,6.0
2007,williams,3,Rosberg,5.0
2007,bmw_sauber,9,Kubica,4.0
